current_year;2030;2050
Crude_oil;0.000142032181559898;0.000742147086027462
Liquid_fuels;0.000158240682162197;0.000826839803964758
Gas_fuels;0.0309079122328459;0.0450415290770122
Solid_fuels;9.25999946826184E-06;7.70533495851184E-06
Elec_heating;0.00228227093214772;0.00185246678594162
Steel_Iron;0.00194497100760142;0.00165827218994452
NonFerrousMetals;0.00143546046110127;0.00121953954316013
Cement;0.000937536607456762;0.000825467982679535
OthMin;0.00368322789981007;0.0030478847087587
ChemicalPharma;0.00154055617608885;0.00125519868274021
Paper;0.00266951572155657;0.00219494360092279
Auto_indus;0.0012192620916183;0.00112466499203339
OthEquip;0.00340311922866944;0.00280556493477276
Electronics;0.00296363662547589;0.00244325115787798
Food_industry;0.00387194538405583;0.00312936652060371
OthManuf;0.00450556252361536;0.00371443002090285
LandTransp;0.00796719903025195;0.00679506103021962
NavalTransp;0.000435021028184128;0.00037019554619973
AirTransp;0.00225729587808262;0.0017427832379811
AgriForest_Fish;0.0090953166124197;0.00736688188858317
Construction;0.00518152928992366;0.00470570994906323
Property_business;0.00102240030238547;0.000835490052460538
Compo;0.00766406441805648;0.00625922648048009
