current_year;2030;2035;2040;2050
Crude_oil;0.0841146001662372;0.0853604890675809;0.0866063779689246;0.0898580612551335
Liquid_fuels;0.0129242664304416;0.013115698120919499;0.0133071298113974;0.0138067531949161
Gas_fuels;0.6198288;0.6198288;0.6198288;0.6198288
Solid_fuels;0.007457178271082;0.00760128322632435;0.0077453881815667;0.0071682106900607
Elec_heating;0.1837122768319549;0.2640619594886259;0.3444116421452968;0.5163359943244137
Steel_Iron;0.058799773609163;0.060737125204189;0.062674476799215;0.0627691125669109
NonFerrousMetals;0.0499772235106478;0.05170680668846155;0.0534363898662753;0.0537519598790327
Cement;0.0919959090826144;0.09786059139187736;0.1037252737011403;0.1061284096415391
OthMin;0.0478005094754174;0.04948414339880645;0.0511677773221955;0.0507732254582194
ChemicalPharma;0.0538007515621445;0.0553116015647492;0.0568224515673539;0.0555143318020627
Paper;0.0757768445610791;0.07778670314461095;0.0797965617281428;0.0785805053445626
Auto_indus;0.0689416532769584;0.0720762755657313;0.0752108978545042;0.0809640094533181
OthEquip;0.0303160498190393;0.0315357915983909;0.0327555333777425;0.0325969272822167
Electronics;0.189567166661813;0.197194248506279;0.204821330350745;0.2038295616894717
Food_industry;0.0481365793764324;0.04996769094814385;0.0517988025198553;0.0508039546357147
OthManuf;0.0435787279407671;0.045323886704858096;0.0470690454689491;0.0468614940868159
LandTransp;0.1560768207894367;0.182967187321706;0.2098575538539753;0.2275533350362582
NavalTransp;0.1132327742113068;0.11649551563597996;0.1197582570606531;0.1155519919200485
AirTransp;0.1331676485806214;0.13727425581246544;0.1413808630443095;0.1371766675392019
AgriForest_Fish;0.1666159428365579;0.16570914359509892;0.1648023443536399;0.1589102423762474
Construction;0.03709531492443;0.03947651014590815;0.0418577053673863;0.0426519809673895
Property_business;0.2497810379425787;0.25632344104660504;0.2628658441506314;0.2601482049197269
Compo;0.1120366908586943;0.1143566965643324;0.1166767022699705;0.115005480030928
