2035;Crude_oil;Liquid_fuels;Gas_fuels;Solid_fuels;Elec_heating;Steel_Iron;NonFerrousMetals;Cement;OthMin;ChemicalPharma;Paper;Auto_indus;OthEquip;Electronics;Food_industry;OthManuf;LandTransp;NavalTransp;AirTransp;AgriForest_Fish;Construction;Property_business;Compo;H1;H2;H3;H4;H5;H6;H7;H8;H9;H10;G;I;X;Tot_uses;Y;M
Paper;0.0;28.99231238028287;1.7859347797858312;0.0;27.370616264252448;3.663551583342286;18.162357407398666;27.177608037027337;259.7524453988959;1462.671610775603;3371.9572389838913;196.18255754682696;276.18909769363216;157.50693317964175;1741.0804805150565;3262.739515877957;36.00492254892718;48.383372388655275;1.7514656162018953;174.19554906571057;604.8461648871694;214.87322181985962;12013.910840699336;276.420981648351;292.244454430605;269.374093010207;343.049798099852;367.055332456718;429.038153525412;448.76175801234;523.57506332167;644.804402117731;1022.25079918112;0;0;9502.91888514284;0.0;21409.564959315183;16451.679194701657
Auto_indus;0.0;21.528905172259243;1.424188371846853;0.0;21.82796126850442;6.830829108588645;33.86942834872483;4.501500038038831;43.024028125841966;54.66989670496109;14.066084177816037;39242.46837391297;506.51532610988824;21.354611439079907;69.2677433222841;1158.9398062856376;340.03688558512624;916.8011721714831;884.6261052232151;196.59736598702125;170.60542525193375;14.527960472007958;19131.72686161683;914.929730962361;2018.00770698525;3455.24670636261;4303.61140112582;4588.70588710718;5007.14603092035;6616.07880961193;8137.92130257472;9724.01645247009;12424.0217676693;156.689193363527;40394.9020668156;133121.427245018;0.0;157589.00917680562;138623.99445090286
OthEquip;0.0;184.51802071624272;47.08165680370318;4.598211413308521;686.9946532094235;366.46409654210333;472.47098274145753;66.29845167297152;318.2627059792692;655.2857900102504;307.676858020387;8476.177001966553;7846.324692919254;2059.9711979334697;691.3071981912269;7673.649082866767;286.0511133599041;59.835366020524084;42.47304119289596;1663.120681382111;9336.024016624293;83.96536294305673;11886.136803857751;560.053159154599;631.37492948877;708.841231953218;832.929942541129;890.530098290004;1025.32947438016;1137.00890539942;1324.47609156146;1488.65435075728;2105.90961736106;0;22327.4647524787;41593.6592123168;0.0;68370.4073896803;58685.35674294387
Electronics;0.0;65.63631975107842;17.10146698037596;1.4512394588213837;321.79260224229506;105.18589182569758;135.6129622256575;23.94395113264994;114.94184987760823;158.37831957165645;99.55661801409795;6502.86318772797;3461.7304669828654;3590.375922925236;77.52065316786775;1834.1091583490947;21.7412677576355;27.277249849557307;4.858012524938941;0.0;2235.109536301931;37.921101124515395;12440.206282000414;985.418607689033;1110.90992216159;1247.21256016916;1465.54777499756;1566.89583237601;1804.07654468366;2000.577427953;2330.42773535878;2619.30091575316;3705.36709633986;235.728204145709;10743.5210545192;28745.7585590412;0.0;30316.02986740091;60168.95590144399
Food_industry;0.0;39.86493028826791;2.305276852433223;0.0;35.32991693059776;13.173453655960975;65.33298807338495;4.887436743233696;46.7109760528244;2072.121650337969;263.9306939404304;117.35653514749944;100.83951385987177;17.7985411355534;24784.244258029263;2841.974610938675;19.87186451604955;79.11760971517248;153.02508997555532;5706.549762590126;461.7320211581381;153.87140930029932;32200.776217310697;7127.88687191231;7992.58216286109;8689.30002837975;9433.37151117524;10093.4644129723;10602.9507771333;11204.4904620691;11955.0418332437;12208.32163785;13666.7441066244;0;0;33171.7535781266;0.0;157498.2794903987;48200.240218159735
OthManuf;0.0;587.3937833973463;47.12718728627437;13.092971419237422;764.6459271574465;943.6933647084826;1216.6750730495733;176.16943107641862;845.6933522637175;4627.788196944164;2080.956190065866;16469.186101741307;8846.255575083058;2579.202936293142;4899.204481310364;41171.2603118522;841.7609428688111;172.6152467697057;1026.5316930959095;1778.5479499073008;22291.480291208594;524.1781867077709;43464.08621378368;5427.02694476019;6118.14922885042;6868.81311211293;8071.25751274515;8629.41458435344;9935.64745268887;11017.843384795;12834.4381953064;14425.3585166533;20406.6847346753;2384.18787212541;29774.9627719116;59385.0492367901;0.0;248151.0408792664;104108.82648549354
LandTransp;0.0;127.40272465355199;4.382517068528916;0.0;67.17313115237356;8.130018106205624;40.322358139324294;11.049285755536395;105.6075383760818;323.4697418812838;49.10283723260439;95.15224375192716;77.71664208049106;54.3475467445181;295.07302663551445;331.62905105028074;20455.010269433522;79.79397683022985;79.86452753878511;127.00012812850633;429.34243118709435;147.27134123640326;48848.644560056346;3459.09797955693;2322.77763648357;2199.80750700995;2491.60505039189;2311.74192425398;2599.80705564043;3443.19526393527;3809.42992449601;4192.09195553219;6561.58587834439;6084.87122009608;0;2608.80965062903;0.0;108057.99085429311;3762.469017297259
NavalTransp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0206844287663217;2861.0964867633256;0.0;0.0;0.0;0.0;299.66735994685837;112.956108941704;21.732672730776;43.0181491439319;66.852466841654;17.6164843191796;14.0614123129185;107.185826601137;59.5218062272227;63.5763013333133;59.6683983757047;0;0;32708.6470078822;0.0;28904.577565005962;0.0
AirTransp;0.0;30.803079990603145;1.2674251913486025;0.0;19.423338710696168;3.4133971800744205;16.929512296256327;3.2144969261053165;30.720186219832186;105.89309769137468;10.291577875610606;61.380919081443565;28.18228192625883;10.816759456933152;69.77173781667088;120.30362462524403;43.95799067498073;52.03402053531108;1740.406032659589;7.0058645605107674;117.40751722211863;63.89178315108875;4809.861669357368;805.938577451042;306.362510151207;299.243089130385;328.734740617203;217.97018429308;327.06811847921;527.060823238126;715.751686078502;994.957586707776;1971.07606735735;0;0;17245.2757591286;0.0;23045.600212327518;7632.458915229324
AgriForest_Fish;0.0;0.0;0.0;0.0;14.32553888814267;0.0;0.0;0.0;0.0;56.53641500177451;128.18977018976182;0.0;0.0;0.0;35443.47581706263;3262.143953379812;0.0;0.0;0.0;14745.122609503818;560.3816750207072;0.0;2443.750076813291;2095.50298183602;2449.65607123436;2812.47084120917;2998.86737678902;3197.44485195915;3486.32590690394;3516.84435603683;3933.72918586413;4202.53377857124;5043.43529728972;0;1825.14611008534;20223.2751713883;0.0;94164.8462417338;18485.95415331566
Construction;8.61977934800198;585.8994995065289;224.32619017558878;4.72604472072134;2563.11724214979;172.9918567308284;85.38882911139886;21.942554545142947;144.46108442058298;386.9843900609176;116.37597224559303;979.4156921467825;1142.87289289459;187.72292014916326;316.0990469482133;1295.1002824239863;229.73128853247053;302.40836187456125;127.73945742165111;380.13406780007955;53192.89580721699;5440.17444556642;23539.931132651545;1997.41079909693;5318.03736132148;6174.78739410864;5899.79286480072;9734.26320345177;12077.849544109;10886.5455490852;11848.0761144662;15930.3950395827;14762.868930853;0;191616.692092625;0;0.0;379713.83319575706;0.0
Property_business;0.0;179.28602403686597;24.876677391550842;2.7326026557919545;212.88123504276473;529.6333581962282;119.03717764061506;71.27895116781248;517.8020096454864;938.169364153438;210.31472041454802;859.6322862576804;416.02025488816037;138.07435803419855;637.2222890123448;1222.367212338056;1239.0793693998746;417.2809340395614;245.44255595046116;22.411233405934986;2371.8065162500634;13044.3901429471;74301.74837886958;17546.9869218618;18195.0103197192;20422.7353959926;23366.5264076455;24901.5637186895;27254.9264280093;29284.3774406691;31580.8183616661;34404.4550944915;40083.5330084223;19227.7913449831;13497.494534104;0;0.0;390536.5718079187;0.0
Compo;60.047530074439294;6643.694343896007;503.9942016370986;55.7482000540693;8809.851734380467;1288.5796265945128;17033.796947588082;756.8202366032785;9391.584019787766;30741.598769387318;5868.203324378173;38468.72209766654;12586.362992796043;9956.657310339706;31631.025214101726;42630.785473972326;26314.238706919954;13467.452016429519;4469.853175988281;9886.32954115862;89383.72501955174;56189.035076635824;1020068.8392145934;26489.4016220092;29891.361841419;33694.6103040714;39587.2067742954;42329.3662845673;48701.7516585396;54129.4504073877;63207.6583725913;71141.3440440328;100526.69503893;692051.826265182;217279.713938917;242003.248093805;0.0;2864888.7185024396;252209.27823109046
ktoe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
