current_year;2030;2035;2040;2050
Crude_oil;0.0001367;0.0001367;0.0001367;0.0001367
Liquid_fuels;0.0001523;0.0001523;0.0001523;0.0001523
Gas_fuels;0.0146772;0.0146772;0.0146772;0.0146772
Solid_fuels;9.25999946826184e-06;9.036855402745096e-06;8.813711337228352e-06;7.705334958511843e-06
Elec_heating;0.0023927;0.0023927;0.0023927;0.0023927
Steel_Iron;0.0019449710076014;0.001903009116647;0.0018610472256926;0.0016582721899445
NonFerrousMetals;0.0014354604611012;0.0013977894986878;0.0013601185362744;0.0012195395431601
Cement;0.0009375366074567;0.0009193894269521;0.0009012422464475;0.0008254679826795
OthMin;0.00368322789981;0.0035769278280067497;0.0034706277562035;0.0030478847087587
ChemicalPharma;0.0015405561760888;0.00149228165040215;0.0014440071247155;0.0012551986827402
Paper;0.0026695157215565;0.0025892203945010496;0.0025089250674456;0.0021949436009227
Auto_indus;0.0012192620916183;0.00120501422515195;0.0011907663586856;0.0011246649920333
OthEquip;0.0034031192286694;0.0032967022015011997;0.003190285174333;0.0028055649347727
Electronics;0.0029636366254758;0.0028709624115860997;0.0027782881976964;0.0024432511578779
Food_industry;0.0038719453840558;0.00374140025203785;0.0036108551200199;0.0031293665206037
OthManuf;0.0045102577654022;0.00437041703362895;0.0042305763018557;0.0037244269012475
LandTransp;0.0079671990302519;0.00777057907234465;0.0075739591144374;0.0067950610302196
NavalTransp;0.0004350210281841;0.00042401737173605;0.000413013715288;0.0003701955461997
AirTransp;0.0022572958780826;0.00216402990392435;0.0020707639297661;0.0017427832379811
AgriForest_Fish;0.0090953166124197;0.00877248751055375;0.0084496584086878;0.0073668818885831
Construction;0.0051815292899236;0.005093870775923199;0.0050062122619228;0.0047057099490632
Property_business;0.0010224003023854;0.0009879994426304;0.0009535985828754;0.0008354900524605
Compo;0.0076640644180564;0.00741246286098345;0.0071608613039105;0.00625922648048
