2040;Crude_oil;Liquid_fuels;Gas_fuels;Solid_fuels;Elec_heating;Steel_Iron;NonFerrousMetals;Cement;OthMin;ChemicalPharma;Paper;Auto_indus;OthEquip;Electronics;Food_industry;OthManuf;LandTransp;NavalTransp;AirTransp;AgriForest_Fish;Construction;Property_business;Compo;C;G;I;X;Tot_uses;Y;M
Paper;0.0;28.123724542580817;2.183713200300157;0.0;25.177561011626608;3.8111358726100404;18.878919759682503;27.673365841258256;266.91383546809374;1528.8440107470997;3476.7448145267067;199.71174193642864;285.0444700495242;162.55703310606071;1793.148398634743;3367.616187924114;35.727418159323676;50.23188193892978;2.053312997600062;178.55365858956344;614.9742837161667;219.73396248983983;12322.187974777347;4571.584552111597;0.0;0.0;10050.14243441797;0;22074.892614474415;16899.181399219553
Auto_indus;0.0;20.88391539198968;1.7413955887509587;0.0;20.07900813380545;7.1060055422123325;35.20568424897402;4.5836137314721555;44.21020309056321;57.14320530308367;14.503204447709692;39948.41241158101;522.7555827098957;22.039298261939983;71.33923124487183;1196.1924736817198;337.4160848252093;951.8279931389943;1037.0824657181083;201.51593513340748;173.46220457886477;14.856603788844131;19622.647262564235;59180.79880549193;163.16589952705482;37583.75602106402;140993.2314475574;0;160423.92315561784;143070.13009590036
OthEquip;0.0;178.98999982129746;57.56807953903985;7.742560195817194;631.9495925428678;381.22691398849355;491.1114549656832;67.50782870057903;327.0372273451638;684.9314282196385;317.2382817626118;8628.657385201954;8097.899166210391;2126.0194675880116;711.9810998251838;7920.308914074456;283.84640261513096;62.12140438603174;49.79284019180151;1704.7294487686638;9492.355272603045;85.86477996240559;12191.135254215746;11235.144511764864;0.0;20556.167582755403;44104.936936038794;0;70562.54828436582;59928.857520451325
Electronics;0.0;63.6699050581241;20.91044959325033;2.4436259794294544;296.00915075584464;109.42325132042264;140.96332182011253;24.380722485815472;118.11080338249111;165.54347778782764;102.65045814656747;6619.845061839624;3572.7229447340105;3705.4931232804815;79.83894865558416;1893.0642982739782;21.57369908060001;28.31939003869289;5.695241840711751;0.0;2272.53633388064;38.778930857439924;12759.422163556856;19768.338825580897;245.47196679141908;9891.208950841285;30481.325573850296;0;31288.044097018716;61443.89308566891
Food_industry;0.0;38.670607008874086;2.818727508967885;0.0;32.49912718324831;13.704139453823549;67.91058075948229;4.97659046510804;47.99880038692653;2165.8660435603506;272.1326536834562;119.46769557398862;104.07270246461115;18.36921068935969;25525.429984437287;2933.326322524734;19.718704080130923;82.14033529078117;179.39741625479175;5849.31901818863;469.4637007965715;157.35220141947815;33027.04862260699;105315.41490080247;0.0;0.0;35200.14701780144;0;162208.34753267808;49271.931855277755
OthManuf;0.0;569.795908156884;57.623750953770156;22.046206719020663;703.3791017867028;981.7095660226556;1264.676746662403;179.3830093355526;869.009167309029;4837.152930145745;2145.624374895377;16765.455022008784;9129.890547378898;2661.8991852508807;5045.717741690497;42494.65886832299;835.2731534193142;179.21009364424083;1203.444046165768;1823.044533205167;22664.750015595004;536.0358496071665;44579.375324130095;108948.37988805553;2482.7376442508357;27412.835768899055;62964.858392061484;0;256127.54505743098;106412.40984240465
LandTransp;0.0;123.58583500112688;5.358628143316069;0.0;61.790921753550556;8.45753169967977;41.913202496685926;11.250840271924359;108.51914436846225;338.10376429667406;50.62876621129707;96.86396480136206;80.20844863483863;56.09007665272545;303.89733910247236;342.28885121475076;20297.355295132744;82.84254333031218;93.62837096293441;130.1774795068621;436.5317487587857;150.60283034336348;50102.10151909708;26819.114686261364;6336.387754192164;0.0;2800.246068489567;0;107225.14453578534;3754.60152198763
NavalTransp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.005110202819186;2970.406026775442;0.0;0.0;0.0;0.0;307.3568289404341;565.6732164891778;0.0;0.0;34328.924068998094;0;30008.89057824827;0.0
AirTransp;0.0;29.88024291942848;1.54971679373017;0.0;17.867054607635747;3.550904128004509;17.5974350158633;3.273133872212635;31.567143545607376;110.68378369569164;10.61140087977785;62.48511806911315;29.085882402815592;11.163574133816278;71.85829795697639;124.17063384384254;43.61918879715748;54.022004818962536;2040.3474067112693;7.181140709802433;119.37350023544398;65.33710698534676;4933.28279262041;10448.144429182817;0.0;0.0;18334.223306349366;0;27017.276284211344;9134.432679916426
AgriForest_Fish;0.0;0.0;1.1427908551178168;0.0;13.177713132155985;0.0;0.0;0.0;0.0;59.09416633767973;132.17341952916556;0.0;0.0;0.0;36503.43141209289;3367.001481815976;0.0;0.0;0.0;15114.023305414343;569.7652381871548;0.0;2506.456740785758;33191.137429264425;0.0;1865.742646493803;21493.906843238805;0;96520.70846508646;18544.185070352065
Construction;8.361537252402815;568.3463918857244;274.2900066699081;7.9578084714422594;2357.74891296336;179.96074461023326;88.75768805819513;22.342817608974638;148.44388494346697;404.4918645023323;119.99249378449858;997.0346824121649;1179.5165008666306;193.7418266575593;325.5521534980849;1336.7296576547321;227.9606572830796;313.96201589680686;149.75406071575506;389.6444480027076;54083.608191405554;5563.238999424697;24143.966121939437;101828.85785998785;0.0;190764.1836345051;0.0;0;386072.12236560154;0.0
Property_business;0.0;173.91474982093675;30.417420285668275;4.601210917028266;195.8242456718035;550.9693653367564;123.7335701906615;72.57917951280494;532.0778412511957;980.6128750197265;216.85050010902796;875.0964584215799;429.35899380070913;142.50139683987175;656.2787532824622;1261.6586741983995;1229.5292873629433;433.22334883288113;287.74209760973605;22.97192861469058;2411.5222979322566;13339.472969675822;76208.33236729294;269722.12188734266;20022.566989966374;13297.514671347168;0.0;0;399371.06959258416;0.0
Compo;58.24855130991078;6444.654266346261;616.2480306932889;93.86993244325846;8103.967313130821;1340.4893933958203;17705.83402599712;770.6257024185477;9650.510538958972;32132.372579820734;6050.56471142209;39160.746991279244;12989.915963707532;10275.894777130941;32576.96748921262;44001.098637332776;26111.42430729663;13981.98236934206;5240.187154529151;10133.67057346604;90880.45103176893;57460.11169423743;1046243.8210739603;514751.19570091047;720657.6045303653;214060.48189912408;258089.67120892505;0;2938401.8063139017;256340.21635983756
ktoe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
