current_year;2030;2050
Crude_oil;0.100229520637329;0.149084118651601
Liquid_fuels;0.0153633043483459;0.0228517972927071
Gas_fuels;0.73672652694328;0.80203457352684
Solid_fuels;0.00622810533809149;0.00516622520639105
Elec_heating;0.143545855086438;0.169515620041763
Steel_Iron;0.0577942913233067;0.0590709121564829
NonFerrousMetals;0.048972330521109;0.0501632049718704
Cement;0.0916515866270673;0.101306444124458
OthMin;0.0472835883700747;0.0481618950846458
ChemicalPharma;0.0521725885944964;0.0507851357359722
Paper;0.0743176277592039;0.0733841880882724
Auto_indus;0.0678031953337182;0.0751214083195209
OthEquip;0.0296614588459562;0.0301858500593315
Electronics;0.185304338676165;0.188580373327958
Food_industry;0.0469996979856663;0.0469819321642186
OthManuf;0.042699998869514;0.0434549011935905
LandTransp;0.145632298815986;0.169901397891037
NavalTransp;0.113198945712894;0.116877557799383
AirTransp;0.128285897556014;0.124469605824622
AgriForest_Fish;0.166125540817046;0.157064342321071
Construction;0.0375667203421933;0.0426546103454871
Property_business;0.248124758077464;0.255585307776564
Compo;0.112931701209597;0.114837478749493
